t_sec x_m y_m z_m vx_ms vy_ms vz_ms
27677.3051 -30259609.7359 -57177878.3333 -4985392.0976 360.5419 -1592.6749 -136.5614
27737.3051 -30237897.8689 -57273288.7152 -4993572.6946 363.1852 -1587.6727 -136.1253
27797.3051 -30216027.7372 -57368399.2298 -5001727.1437 365.8174 -1582.6793 -135.6898
27857.3051 -30193999.9970 -57463210.4079 -5009855.4919 368.4388 -1577.6948 -135.2552
27917.3050 -30171815.3003 -57557722.7767 -5017957.7858 371.0493 -1572.7190 -134.8214
27977.3051 -30149474.2948 -57651936.8601 -5026034.0720 373.6491 -1567.7519 -134.3883
28037.3051 -30126977.6235 -57745853.1782 -5034084.3964 376.2382 -1562.7935 -133.9560
28097.3051 -30104325.9253 -57839472.2478 -5042108.8049 378.8167 -1557.8436 -133.5244
28157.3051 -30081519.8349 -57932794.5823 -5050107.3430 381.3846 -1552.9023 -133.0936
28217.3051 -30058559.9826 -58025820.6916 -5058080.0557 383.9421 -1547.9694 -132.6636
28277.3051 -30035446.9947 -58118551.0822 -5066026.9879 386.4891 -1543.0450 -132.2343
28337.3051 -30012181.4932 -58210986.2572 -5073948.1843 389.0259 -1538.1289 -131.8057
28397.3051 -29988764.0960 -58303126.7166 -5081843.6891 391.5523 -1533.2211 -131.3779
28457.3050 -29965195.4170 -58394972.9567 -5089713.5462 394.0686 -1528.3216 -130.9508
28517.3051 -29941476.0660 -58486525.4707 -5097557.7994 396.5747 -1523.4302 -130.5244
28577.3050 -29917606.6490 -58577784.7486 -5105376.4920 399.0708 -1518.5470 -130.0988
28637.3051 -29893587.7679 -58668751.2770 -5113169.6672 401.5569 -1513.6719 -129.6738
28697.3051 -29869420.0205 -58759425.5393 -5120937.3677 404.0330 -1508.8048 -129.2496
28757.3051 -29845104.0011 -58849808.0156 -5128679.6362 406.4993 -1503.9457 -128.8261
28817.3051 -29820640.3000 -58939899.1831 -5136396.5148 408.9558 -1499.0945 -128.4033
28877.3051 -29796029.5035 -59029699.5156 -5144088.0455 411.4025 -1494.2512 -127.9812
28937.3051 -29771272.1945 -59119209.4838 -5151754.2700 413.8395 -1489.4157 -127.5598
28997.3051 -29746368.9518 -59208429.5553 -5159395.2298 416.2670 -1484.5880 -127.1390
29057.3051 -29721320.3508 -59297360.1945 -5167010.9660 418.6848 -1479.7680 -126.7190
29117.3050 -29696126.9631 -59386001.8629 -5174601.5195 421.0932 -1474.9556 -126.2996
29177.3051 -29670789.3566 -59474355.0188 -5182166.9308 423.4921 -1470.1509 -125.8809
29237.3051 -29645308.0957 -59562420.1175 -5189707.2402 425.8817 -1465.3537 -125.4629
29297.3051 -29619683.7413 -59650197.6113 -5197222.4880 428.2619 -1460.5640 -125.0455
29357.3051 -29593916.8506 -59737687.9495 -5204712.7138 430.6329 -1455.7818 -124.6288
29417.3050 -29568007.9774 -59824891.5785 -5212177.9571 432.9947 -1451.0070 -124.2128
29477.3051 -29541957.6721 -59911808.9415 -5219618.2574 435.3473 -1446.2396 -123.7974
29537.3051 -29515766.4815 -59998440.4789 -5227033.6535 437.6909 -1441.4795 -123.3826
29597.3051 -29489434.9492 -60084786.6283 -5234424.1842 440.0254 -1436.7267 -122.9685
29657.3051 -29462963.6152 -60170847.8244 -5241789.8881 442.3509 -1431.9811 -122.5551
29717.3051 -29436353.0163 -60256624.4987 -5249130.8034 444.6676 -1427.2426 -122.1422
29777.3050 -29409603.6861 -60342117.0801 -5256446.9680 446.9753 -1422.5113 -121.7300
29837.3051 -29382716.1547 -60427325.9946 -5263738.4197 449.2743 -1417.7870 -121.3185
29897.3051 -29355690.9490 -60512251.6655 -5271005.1960 451.5645 -1413.0698 -120.9075
29957.3051 -29328528.5927 -60596894.5132 -5278247.3342 453.8460 -1408.3596 -120.4972
30017.3051 -29301229.6065 -60681254.9550 -5285464.8712 456.1188 -1403.6563 -120.0875
30077.3050 -29273794.5076 -60765333.4059 -5292657.8438 458.3831 -1398.9599 -119.6784
30137.3051 -29246223.8103 -60849130.2781 -5299826.2884 460.6388 -1394.2703 -119.2699
30197.3051 -29218518.0256 -60932645.9807 -5306970.2415 462.8860 -1389.5876 -118.8620
30257.3051 -29190677.6617 -61015880.9204 -5314089.7389 465.1247 -1384.9116 -118.4547
30317.3051 -29162703.2236 -61098835.5011 -5321184.8165 467.3551 -1380.2423 -118.0480
30377.3051 -29134595.2131 -61181510.1240 -5328255.5098 469.5772 -1375.5796 -117.6419
30437.3051 -29106354.1294 -61263905.1877 -5335301.8541 471.7909 -1370.9236 -117.2364
30497.3051 -29077980.4683 -61346021.0881 -5342323.8846 473.9964 -1366.2742 -116.8314
30557.3051 -29049474.7229 -61427858.2184 -5349321.6360 476.1937 -1361.6313 -116.4271
30617.3050 -29020837.3834 -61509416.9693 -5356295.1429 478.3829 -1356.9948 -116.0233
30677.3051 -28992068.9370 -61590697.7289 -5363244.4399 480.5640 -1352.3649 -115.6201
30737.3051 -28963169.8682 -61671700.8826 -5370169.5609 482.7370 -1347.7413 -115.2174
30797.3051 -28934140.6583 -61752426.8133 -5377070.5400 484.9020 -1343.1241 -114.8153
30857.3051 -28904981.7861 -61832875.9014 -5383947.4109 487.0591 -1338.5132 -114.4138
30917.3051 -28875693.7277 -61913048.5246 -5390800.2069 489.2082 -1333.9086 -114.0128
30977.3051 -28846276.9560 -61992945.0582 -5397628.9615 491.3495 -1329.3102 -113.6124
31037.3051 -28816731.9416 -62072565.8751 -5404433.7076 493.4830 -1324.7180 -113.2125
31097.3051 -28787059.1520 -62151911.3454 -5411214.4780 495.6087 -1320.1320 -112.8132
31157.3050 -28757259.0524 -62230981.8370 -5417971.3054 497.7267 -1315.5521 -112.4144
31217.3051 -28727332.1050 -62309777.7152 -5424704.2221 499.8370 -1310.9782 -112.0162
31277.3050 -28697278.7696 -62388299.3430 -5431413.2602 501.9396 -1306.4104 -111.6185
31337.3051 -28667099.5030 -62466547.0807 -5438098.4518 504.0347 -1301.8485 -111.2213
31397.3051 -28636794.7598 -62544521.2865 -5444759.8286 506.1222 -1297.2926 -110.8247
31457.3051 -28606364.9919 -62622222.3159 -5451397.4220 508.2022 -1292.7427 -110.4285
31517.3051 -28575810.6485 -62699650.5222 -5458011.2635 510.2747 -1288.1985 -110.0329
31577.3051 -28545132.1763 -62776806.2563 -5464601.3840 512.3398 -1283.6602 -109.6378
31637.3051 -28514330.0197 -62853689.8666 -5471167.8145 514.3975 -1279.1277 -109.2433
31697.3051 -28483404.6203 -62930301.6994 -5477710.5858 516.4479 -1274.6010 -108.8492
31757.3051 -28452356.4174 -63006642.0984 -5484229.7282 518.4910 -1270.0799 -108.4556
31817.3050 -28421185.8478 -63082711.4051 -5490725.2720 520.5268 -1265.5646 -108.0626
31877.3051 -28389893.3459 -63158509.9588 -5497197.2473 522.5554 -1261.0548 -107.6700
31937.3051 -28358479.3438 -63234038.0963 -5503645.6840 524.5768 -1256.5507 -107.2780
31997.3051 -28326944.2708 -63309296.1522 -5510070.6118 526.5911 -1252.0521 -106.8864
32057.3051 -28295288.5543 -63384284.4589 -5516472.0601 528.5983 -1247.5590 -106.4953
32117.3050 -28263512.6191 -63459003.3465 -5522850.0581 530.5984 -1243.0715 -106.1047
32177.3051 -28231616.8878 -63533453.1427 -5529204.6350 532.5915 -1238.5893 -105.7146
32237.3051 -28199601.7804 -63607634.1733 -5535535.8197 534.5776 -1234.1126 -105.3250
32297.3051 -28167467.7150 -63681546.7616 -5541843.6407 536.5568 -1229.6412 -104.9358
32357.3051 -28135215.1072 -63755191.2288 -5548128.1267 538.5290 -1225.1752 -104.5471
32417.3051 -28102844.3704 -63828567.8938 -5554389.3058 540.4944 -1220.7145 -104.1589
32477.3050 -28070355.9156 -63901677.0736 -5560627.2062 542.4530 -1216.2590 -103.7712
32537.3051 -28037750.1519 -63974519.0827 -5566841.8558 544.4047 -1211.8088 -103.3839
32597.3051 -28005027.4860 -64047094.2336 -5573033.2823 546.3497 -1207.3638 -102.9971
32657.3051 -27972188.3224 -64119402.8366 -5579201.5132 548.2880 -1202.9239 -102.6107
32717.3051 -27939233.0635 -64191445.2000 -5585346.5759 550.2195 -1198.4891 -102.2248
32777.3050 -27906162.1096 -64263221.6298 -5591468.4975 552.1445 -1194.0594 -101.8393
32837.3051 -27872975.8588 -64334732.4299 -5597567.3050 554.0628 -1189.6348 -101.4543
32897.3051 -27839674.7070 -64405977.9023 -5603643.0252 555.9745 -1185.2151 -101.0698
32957.3051 -27806259.0482 -64476958.3467 -5609695.6846 557.8797 -1180.8005 -100.6856
33017.3051 -27772729.2741 -64547674.0608 -5615725.3097 559.7784 -1176.3908 -100.3019
33077.3051 -27739085.7747 -64618125.3403 -5621731.9267 561.6705 -1171.9860 -99.9187
33137.3051 -27705328.9376 -64688312.4787 -5627715.5617 563.5563 -1167.5861 -99.5359
33197.3051 -27671459.1485 -64758235.7675 -5633676.2405 565.4356 -1163.1910 -99.1535
33257.3051 -27637476.7911 -64827895.4963 -5639613.9888 567.3086 -1158.8007 -98.7715
33317.3050 -27603382.2472 -64897291.9525 -5645528.8321 569.1752 -1154.4153 -98.3900
33377.3051 -27569175.8964 -64966425.4215 -5651420.7958 571.0355 -1150.0345 -98.0089
33437.3051 -27534858.1165 -65035296.1868 -5657289.9050 572.8895 -1145.6585 -97.6282
33497.3051 -27500429.2834 -65103904.5298 -5663136.1848 574.7372 -1141.2871 -97.2479
33557.3051 -27465889.7710 -65172250.7301 -5668959.6598 576.5788 -1136.9204 -96.8680
33617.3051 -27431239.9511 -65240335.0651 -5674760.3548 578.4142 -1132.5582 -96.4886
33677.3051 -27396480.1940 -65308157.8104 -5680538.2942 580.2434 -1128.2007 -96.1095
33737.3051 -27361610.8678 -65375719.2395 -5686293.5023 582.0665 -1123.8477 -95.7308
33797.3051 -27326632.3389 -65443019.6241 -5692026.0032 583.8835 -1119.4992 -95.3526
33857.3050 -27291544.9716 -65510059.2340 -5697735.8209 585.6944 -1115.1552 -94.9747
33917.3051 -27256349.1288 -65576838.3368 -5703422.9791 587.4993 -1110.8156 -94.5973
33977.3050 -27221045.1711 -65643357.1984 -5709087.5015 589.2983 -1106.4805 -94.2202
34037.3051 -27185633.4577 -65709616.0829 -5714729.4115 591.0912 -1102.1497 -93.8435
34097.3051 -27150114.3456 -65775615.2522 -5720348.7323 592.8782 -1097.8233 -93.4672
34157.3051 -27114488.1905 -65841354.9667 -5725945.4871 594.6593 -1093.5012 -93.0913
34217.3051 -27078755.3458 -65906835.4845 -5731519.6989 596.4345 -1089.1834 -92.7158
34277.3051 -27042916.1636 -65972057.0621 -5737071.3903 598.2039 -1084.8699 -92.3406
34337.3051 -27006970.9941 -66037019.9541 -5742600.5841 599.9674 -1080.5606 -91.9659
34397.3051 -26970920.1856 -66101724.4133 -5748107.3027 601.7252 -1076.2554 -91.5915
34457.3051 -26934764.0850 -66166170.6904 -5753591.5683 603.4772 -1071.9545 -91.2174
34517.3050 -26898503.0372 -66230359.0346 -5759053.4031 605.2234 -1067.6577 -90.8438
34577.3051 -26862137.3858 -66294289.6932 -5764492.8291 606.9640 -1063.3650 -90.4705
34637.3051 -26825667.4722 -66357962.9114 -5769909.8681 608.6989 -1059.0763 -90.0975
34697.3051 -26789093.6367 -66421378.9330 -5775304.5417 610.4281 -1054.7917 -89.7250
34757.3051 -26752416.2175 -66484537.9997 -5780676.8714 612.1516 -1050.5112 -89.3527
34817.3050 -26715635.5515 -66547440.3515 -5786026.8786 613.8696 -1046.2346 -88.9809
34877.3051 -26678751.9738 -66610086.2268 -5791354.5844 615.5820 -1041.9619 -88.6094
34937.3051 -26641765.8179 -66672475.8619 -5796660.0099 617.2889 -1037.6932 -88.2382
34997.3051 -26604677.4158 -66734609.4916 -5801943.1759 618.9902 -1033.4284 -87.8674
35057.3051 -26567487.0978 -66796487.3488 -5807204.1032 620.6861 -1029.1675 -87.4969
35117.3051 -26530195.1928 -66858109.6647 -5812442.8122 622.3765 -1024.9104 -87.1268
35177.3050 -26492802.0279 -66919476.6688 -5817659.3235 624.0614 -1020.6571 -86.7570
35237.3051 -26455307.9289 -66980588.5887 -5822853.6573 625.7410 -1016.4076 -86.3875
35297.3051 -26417713.2199 -67041445.6505 -5828025.8336 627.4151 -1012.1618 -86.0184
35357.3051 -26380018.2237 -67102048.0784 -5833175.8724 629.0839 -1007.9198 -85.6496
35417.3051 -26342223.2612 -67162396.0951 -5838303.7935 630.7473 -1003.6814 -85.2811
35477.3050 -26304328.6521 -67222489.9213 -5843409.6166 632.4054 -999.4467 -84.9130
35537.3051 -26266334.7147 -67282329.7762 -5848493.3612 634.0583 -995.2157 -84.5452
35597.3051 -26228241.7655 -67341915.8773 -5853555.0466 635.7058 -990.9883 -84.1777
35657.3051 -26190050.1199 -67401248.4404 -5858594.6921 637.3482 -986.7644 -83.8105
35717.3051 -26151760.0914 -67460327.6796 -5863612.3166 638.9853 -982.5441 -83.4437
35777.3051 -26113371.9926 -67519153.8074 -5868607.9392 640.6172 -978.3274 -83.0771
35837.3051 -26074886.1342 -67577727.0346 -5873581.5785 642.2439 -974.1141 -82.7109
35897.3051 -26036302.8258 -67636047.5703 -5878533.2532 643.8655 -969.9043 -82.3450
35957.3051 -25997622.3753 -67694115.6219 -5883462.9817 645.4820 -965.6980 -81.9794
36017.3050 -25958845.0896 -67751931.3954 -5888370.7825 647.0934 -961.4950 -81.6140
36077.3051 -25919971.2738 -67809495.0950 -5893256.6737 648.6997 -957.2955 -81.2490
36137.3051 -25881001.2319 -67866806.9232 -5898120.6733 650.3009 -953.0993 -80.8843
36197.3051 -25841935.2664 -67923867.0811 -5902962.7992 651.8971 -948.9065 -80.5199
36257.3051 -25802773.6786 -67980675.7680 -5907783.0693 653.4883 -944.7170 -80.1558
36317.3051 -25763516.7682 -68037233.1816 -5912581.5010 655.0745 -940.5307 -79.7920
36377.3051 -25724164.8338 -68093539.5182 -5917358.1120 656.6558 -936.3477 -79.4284
36437.3051 -25684718.1726 -68149594.9723 -5922112.9196 658.2321 -932.1680 -79.0652
36497.3051 -25645177.0804 -68205399.7369 -5926845.9408 659.8035 -927.9914 -78.7022
36557.3050 -25605541.8519 -68260954.0034 -5931557.1930 661.3700 -923.8180 -78.3396
36617.3051 -25565812.7802 -68316257.9615 -5936246.6928 662.9316 -919.6478 -77.9772
36677.3050 -25525990.1575 -68371311.7997 -5940914.4572 664.4884 -915.4807 -77.6150
36737.3051 -25486074.2744 -68426115.7045 -5945560.5028 666.0403 -911.3167 -77.2532
36797.3051 -25446065.4204 -68480669.8611 -5950184.8460 667.5874 -907.1557 -76.8916
36857.3051 -25405963.8838 -68534974.4532 -5954787.5034 669.1297 -902.9978 -76.5303
36917.3051 -25365769.9513 -68589029.6627 -5959368.4910 670.6672 -898.8430 -76.1693
36977.3051 -25325483.9089 -68642835.6701 -5963927.8251 672.2000 -894.6911 -75.8085
37037.3051 -25285106.0409 -68696392.6546 -5968465.5216 673.7281 -890.5422 -75.4480
37097.3051 -25244636.6308 -68749700.7934 -5972981.5963 675.2515 -886.3962 -75.0878
37157.3051 -25204075.9604 -68802760.2625 -5977476.0650 676.7701 -882.2532 -74.7278
37217.3050 -25163424.3108 -68855571.2364 -5981948.9432 678.2841 -878.1131 -74.3681
37277.3051 -25122681.9616 -68908133.8879 -5986400.2463 679.7934 -873.9758 -74.0087
37337.3051 -25081849.1913 -68960448.3885 -5990829.9898 681.2981 -869.8414 -73.6495
37397.3051 -25040926.2772 -69012514.9081 -5995238.1886 682.7982 -865.7098 -73.2905
37457.3051 -24999913.4955 -69064333.6150 -5999624.8580 684.2937 -861.5809 -72.9318
37517.3050 -24958811.1213 -69115904.6763 -6003990.0128 685.7847 -857.4549 -72.5734
37577.3051 -24917619.4283 -69167228.2573 -6008333.6678 687.2710 -853.3316 -72.2152
37637.3051 -24876338.6894 -69218304.5220 -6012655.8376 688.7529 -849.2110 -71.8572
37697.3051 -24834969.1762 -69269133.6329 -6016956.5368 690.2302 -845.0931 -71.4995
37757.3051 -24793511.1590 -69319715.7510 -6021235.7798 691.7030 -840.9779 -71.1420
37817.3051 -24751964.9074 -69370051.0360 -6025493.5809 693.1713 -836.8654 -70.7847
37877.3050 -24710330.6895 -69420139.6458 -6029729.9541 694.6352 -832.7554 -70.4277
37937.3051 -24668608.7726 -69469981.7372 -6033944.9136 696.0946 -828.6481 -70.0710
37997.3051 -24626799.4227 -69519577.4654 -6038138.4731 697.5496 -824.5433 -69.7144
38057.3051 -24584902.9048 -69568926.9841 -6042310.6466 699.0002 -820.4411 -69.3581
38117.3051 -24542919.4830 -69618030.4457 -6046461.4475 700.4464 -816.3414 -69.0020
38177.3050 -24500849.4200 -69666888.0010 -6050590.8894 701.8883 -812.2442 -68.6461
38237.3051 -24458692.9778 -69715499.7996 -6054698.9858 703.3257 -808.1495 -68.2905
38297.3051 -24416450.4170 -69763865.9894 -6058785.7498 704.7589 -804.0572 -67.9350
38357.3051 -24374121.9974 -69811986.7172 -6062851.1946 706.1877 -799.9674 -67.5798
38417.3051 -24331707.9777 -69859862.1281 -6066895.3332 707.6122 -795.8800 -67.2248
38477.3051 -24289208.6157 -69907492.3660 -6070918.1786 709.0325 -791.7950 -66.8700
38537.3051 -24246624.1680 -69954877.5731 -6074919.7434 710.4484 -787.7123 -66.5155
38597.3051 -24203954.8902 -70002017.8906 -6078900.0403 711.8601 -783.6320 -66.1611
38657.3051 -24161201.0370 -70048913.4581 -6082859.0818 713.2676 -779.5540 -65.8070
38717.3050 -24118362.8622 -70095564.4137 -6086796.8804 714.6709 -775.4783 -65.4530
38777.3051 -24075440.5069 -70141970.8110 -6090713.4013 716.0742 -771.4016 -65.0974
38837.3051 -24032434.2017 -70188132.7697 -6094608.6478 717.4670 -767.3320 -64.7448
38897.3051 -23989344.6490 -70234050.7613 -6098482.8224 718.8511 -763.2678 -64.3942
38957.3051 -23946171.9668 -70279724.8201 -6102335.8814 720.2397 -759.1996 -64.0402
39017.3051 -23902910.8556 -70325150.9330 -6106165.4947 721.8269 -754.9820 -63.6008
39077.3051 -23859560.1117 -70370328.1457 -6109971.0612 723.1212 -750.9822 -63.2835
39137.3051 -23816141.6065 -70415272.7386 -6113761.7206 724.1725 -747.1631 -63.0672
39197.3051 -23772651.0421 -70459981.4458 -6117535.5661 725.6237 -743.0443 -62.6806
39257.3050 -23729005.2701 -70504392.1318 -6121257.3985 729.6131 -737.0298 -61.2207
39317.3051 -23685174.4128 -70548482.4321 -6124914.5109 730.4602 -733.3598 -61.0862
39377.3050 -23641437.1901 -70592460.3506 -6128624.5021 727.3024 -732.6788 -62.6410
39437.3051 -23597801.4485 -70636331.7164 -6132390.5846 729.0323 -728.3485 -62.1306
39497.3051 -23553438.1905 -70679477.6762 -6135862.6069 754.4913 -706.3052 -51.5983
39557.3051 -23507202.6172 -70721043.2150 -6138557.1931 784.5967 -680.7733 -39.1083
39617.3051 -23459765.3837 -70761527.1624 -6140757.9547 791.5208 -672.5108 -36.4152
39677.3051 -23412800.0312 -70802176.9623 -6143171.9832 770.3816 -685.1757 -45.5765
39737.3051 -23367489.1005 -70843875.0131 -6146298.6032 740.9846 -704.0162 -58.2194
39797.3051 -23323287.0976 -70886215.9600 -6149906.8161 736.0520 -704.6404 -60.5166
39857.3051 -23278976.7612 -70928293.2709 -6153481.8835 741.4689 -697.5569 -58.4366
39917.3050 -23234349.7197 -70969951.7065 -6156935.6193 745.2328 -691.7026 -57.0541
39977.3051 -23189654.8701 -71011376.5204 -6160373.1751 744.0065 -689.5631 -57.7799
40037.3051 -23145007.8052 -71052653.7289 -6163843.3328 744.6525 -686.0283 -57.7127
40097.3051 -23100283.5145 -71093690.1831 -6167293.1472 746.2125 -681.8121 -57.2575
40157.3051 -23055463.0612 -71134471.7227 -6170714.5210 747.7441 -677.6159 -56.8128
40217.3050 -23010563.1419 -71175010.7053 -6174114.4276 748.8590 -673.7286 -56.5429
40277.3051 -22965594.8761 -71215315.3379 -6177497.4815 750.1161 -669.7344 -56.2114
40337.3051 -22920548.9342 -71255378.6085 -6180859.6492 751.4159 -665.7073 -55.8604
40397.3051 -22875425.0384 -71295200.2412 -6184200.7255 752.7122 -661.6816 -55.5094
40457.3051 -22830223.7360 -71334780.5729 -6187520.8544 753.9959 -657.6641 -55.1622
40517.3051 -22784945.5006 -71374119.8846 -6190820.1490 755.2788 -653.6460 -54.8140
40577.3050 -22739590.3574 -71413218.1238 -6194098.5332 756.5587 -649.6289 -54.4655
40637.3051 -22694158.5293 -71452075.3840 -6197356.0142 757.8349 -645.6134 -54.1172
40697.3051 -22648650.2412 -71490691.7593 -6200592.6009 759.1074 -641.5994 -53.7690
40757.3051 -22603065.7171 -71529067.3429 -6203808.3014 760.3761 -637.5870 -53.4210
40817.3051 -22557405.1805 -71567202.2264 -6207003.1243 761.6411 -633.5761 -53.0731
40877.3050 -22511668.8538 -71605096.5004 -6210177.0778 762.9025 -629.5666 -52.7254
40937.3051 -22465856.9589 -71642750.2539 -6213330.1699 764.1601 -625.5587 -52.3777
40997.3051 -22419969.7169 -71680163.5749 -6216462.4087 765.4140 -621.5522 -52.0302
41057.3051 -22374007.3481 -71717336.5502 -6219573.8020 766.6643 -617.5472 -51.6829
41117.3051 -22327970.0720 -71754269.2652 -6222664.3576 767.9109 -613.5435 -51.3357
41177.3051 -22281858.1077 -71790961.8039 -6225734.0833 769.1539 -609.5413 -50.9886
41237.3051 -22235671.6732 -71827414.2494 -6228782.9866 770.3933 -605.5404 -50.6416
41297.3051 -22189410.9860 -71863626.6833 -6231811.0749 771.6290 -601.5409 -50.2947
41357.3051 -22143076.2628 -71899599.1861 -6234818.3556 772.8612 -597.5427 -49.9480
41417.3050 -22096667.7197 -71935331.8369 -6237804.8360 774.0897 -593.5458 -49.6014
41477.3051 -22050185.5719 -71970824.7136 -6240770.5231 775.3146 -589.5503 -49.2549
41537.3051 -22003630.0342 -72006077.8931 -6243715.4241 776.5360 -585.5559 -48.9085
41597.3051 -21957001.3205 -72041091.4507 -6246639.5457 777.7538 -581.5629 -48.5622
41657.3051 -21910299.6440 -72075865.4607 -6249542.8949 778.9681 -577.5710 -48.2161
41717.3051 -21863525.2174 -72110399.9962 -6252425.4783 780.1789 -573.5804 -47.8700
41777.3051 -21816678.2525 -72144695.1288 -6255287.3025 781.3861 -569.5909 -47.5241
41837.3051 -21769758.9606 -72178750.9292 -6258128.3741 782.5898 -565.6026 -47.1783
41897.3051 -21722767.5523 -72212567.4666 -6260948.6994 783.7899 -561.6155 -46.8326
41957.3050 -21675704.2376 -72246144.8093 -6263748.2846 784.9866 -557.6295 -46.4870
42017.3051 -21628569.2256 -72279483.0240 -6266527.1360 786.1798 -553.6445 -46.1414
42077.3050 -21581362.7252 -72312582.1764 -6269285.2596 787.3696 -549.6607 -45.7960
42137.3051 -21534084.9441 -72345442.3310 -6272022.6613 788.5559 -545.6779 -45.4507
42197.3051 -21486736.0899 -72378063.5511 -6274739.3471 789.7387 -541.6962 -45.1055
42257.3051 -21439316.3693 -72410445.8986 -6277435.3226 790.9181 -537.7155 -44.7604
42317.3051 -21391825.9883 -72442589.4344 -6280110.5936 792.0940 -533.7358 -44.4153
42377.3051 -21344265.1524 -72474494.2181 -6282765.1654 793.2666 -529.7571 -44.0704
42437.3051 -21296634.0665 -72506160.3080 -6285399.0437 794.4357 -525.7794 -43.7256
42497.3051 -21248932.9349 -72537587.7614 -6288012.2336 795.6014 -521.8026 -43.3808
